ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
20022,07/06/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Fresno,Selma,36.539061,-119.683158,124,,,,118,07/07/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20023,07/06/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Tulare,Visalia,36.273032,-119.218586,130,,,,130,07/06/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20024,07/06/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Tulare,Dinuba,36.559403,-119.374475,100,,,,0,07/06/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20025,07/06/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/06/2022,San Joaquin,Stockton 95215,37.996441,-121.174827,139,,,,128,07/07/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20026,07/06/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Tulare,visalia ,36.279185,-119.260746,,,,,,,,07/06/2022,Outage,Inland
20027,07/06/2022,Interim Solution,Dry well (groundwater),Household, Both ,"Well is dry (no longer producing water)
",06/07/2022,Fresno,Selma,36.514439,-119.720688,140,,,,135,06/24/2022,It's no longer producing any water,06/16/2022,Resolved,Inland
20028,07/06/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2022,Fresno,Sanger,36.802166,-119.55095,100,,,,50,06/24/2022,It's no longer producing any water,06/21/2022,Resolved,Inland
20029,07/06/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/14/2022,Fresno,Kerman,36.703165,-120.025662,150,,,,147,07/08/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20030,07/06/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/22/2022,Madera,Chowchilla,37.089352,-120.184729,390,,,,378,06/27/2022,It's no longer producing any water,06/23/2022,Resolved,Inland
20031,07/06/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well droppong 2 feet per month as per monthly documentation. Will be out of water in 2 months
",07/06/2022,Tehama,Corning,39.958961,-122.371498,195,"Trying to get on a wait list 
",,"I seeking informatio on how to secure financing options for a new well. I seem to hear the same thing, that there isnt much  that can be done untill the well is completely dry. I ",190,07/02/2022,Not sure,07/06/2022,Outage,Inland
20032,07/07/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/24/2022,San Joaquin,RIPON,37.812283,-121.119046,80?,"No, getting water from our neighbors with a hose
",Not fixed.,,71?,,It's no longer producing any water,07/07/2022,Outage,Inland
20033,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Stanislaus,Turlock,37.465394,-120.855086,25,,,,22,07/07/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20034,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/30/2022,Fresno,Fresno,36.765211,-119.901154,N/A,,,,N/A,07/07/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20035,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/06/2022,Fresno,Fresno,36.716061,-119.664823,84,,,,0,07/07/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20036,07/07/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/07/2022,San Joaquin,Ripon,37.812283,-121.119046,,,,,,,,07/07/2022,Resolved,Inland
20037,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/14/2022,Fresno,Fresno,36.781968,-119.908391,120,"No, getting water from our neighbors with a hose
",,,,06/28/2022,It's no longer producing any water,06/22/2022,Resolved,Inland
20038,07/07/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/01/2022,Mariposa,Mariposa,37.42957,-119.945709,,"No, trucking in water
",,,,,,07/06/2022,Outage,Inland
20039,07/07/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/02/2022,Madera,Madera Acres,37.012874,-120.057462,,,,,,,,07/07/2022,Outage,Inland
20040,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/04/2022,Fresno,Fresno,36.605022,-119.751456,Unknown ,,,,Unknown ,07/11/2022,It's no longer producing any water,07/07/2022,Resolved,Inland
20041,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/17/2022,Merced,Merced ,37.288079,-120.44244,300,,,,N/A,06/24/2022,It's no longer producing any water,06/23/2022,Resolved,Inland
20042,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/22/2022,Tulare,Dinuba,36.517996,-119.481036,,,,,,,,07/07/2022,Resolved,Inland
20043,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2022,Fresno,Riverdale,36.420058,-119.903062,34,,,,30,07/11/2022,It's no longer producing any water,07/07/2022,Resolved,Inland
20044,07/07/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/01/2022,Fresno,Riverdale,36.420082,-119.903456,,,,,,,,07/07/2022,Outage,Inland
20045,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/04/2022,Fresno,Kingsburg,36.532661,-119.555676,80,,,,78,06/27/2022,It's no longer producing any water,06/09/2022,Resolved,Inland
20046,07/07/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/23/2022,Madera,madera,36.993338,-120.088591,286,"No, trucking in water
",,,0,07/11/2022,It's no longer producing any water,07/07/2022,Resolved,Inland
20047,07/07/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/07/2022,Fresno,Dinuba,36.595353,-119.366451,122,,,,118,07/11/2022,It's no longer producing any water,07/07/2022,Resolved,Inland
20048,07/08/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Butte,Cohasset,39.933272,-121.728736,200 feet,"No, trucking in water
",Our well is not broken.  It works fine when the aquifer is producing.,"Dry well on our property is an annual problem due to the aquifer not supplying water to our well year round.  In 2021, we experienced 5 months of dry well.  Once the aquifer started producing again in early November, then our well was able to provide water sufficiently.  ",82 feet,12/01/2020,it pumps nothing when the aquifer is not producing,07/08/2022,Outage,Inland
20049,07/08/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/21/2022,Madera,Madera,36.972385,-120.058535,,,,,,,,07/08/2022,Outage,Inland
20050,07/08/2022,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/04/2022,Stanislaus,Newman ,37.302724,-121.049626,62,,,,56,06/28/2022,It's no longer producing any water,06/27/2022,Resolved,Inland
20051,07/08/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,renter-occupied,"Well is dry (no longer producing water)
",04/03/2021,Butte,Palermo,39.436662,-121.540181,,"Bringing in water in buckets from a friends house
",,,,,It's no longer producing any water,07/08/2022,Outage,Inland
20052,07/08/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Tulare,"Earlimart,",35.877745,-119.203126,346,"No, trucking in water
",,,0,07/11/2022,It's no longer producing any water,07/08/2022,Resolved,Inland
20053,07/08/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Tulare,Lindsay,36.225755,-119.109057,192,,,,177,07/11/2022,It's no longer producing any water,07/08/2022,Resolved,Inland
20054,07/08/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/16/2022,Fresno,Clovis,36.813196,-119.583589,92,,,,86,07/12/2022,It's no longer producing any water,07/08/2022,Resolved,Inland
20055,07/08/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/01/2022,Kern,Ridgecrest,35.633055,-117.768908,,,,,,,,07/08/2022,Outage,Inland
20056,07/08/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Fresno,Fresno,36.655665,-119.795699,100,,,,95,07/12/2022,It's no longer producing any water,07/08/2022,Resolved,Inland
20057,07/08/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",06/22/2022,Shasta,Redding,40.518067,-122.333948,30 ft,"No, on drilling wait list
",,,28ft,07/01/2022,Not sure,07/08/2022,Outage,Inland
20058,07/09/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/09/2022,Tehama,Orland,39.812603,-122.104697,The pump is at 91 feet. Gravel is from 93-102 feet. Clay is beyond 102 feet.,"No, on drilling wait list
",,,The pump is 91 feet.,,It's no longer producing any water,07/09/2022,Outage,Inland
20059,07/10/2022,Undefined,Dry well (groundwater), Household/livestock,owner-occupied,"Well is dry (no longer producing water)
",07/10/2022,Tehama,Corning,39.939352,-122.29198,,"No, cannot afford to finance solutions
",,,,,It's no longer producing any water,07/10/2022,Outage,Inland
20060,07/10/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Butte,Chico,39.773938,-121.864822,63 feet,"No, cannot afford to finance solutions
",Not fixed,I live alone I am a widow and need resources to help me get some type of water storage so I have water to live,No water/dry,07/01/2022,It's no longer producing any water,07/10/2022,Outage,Inland
20061,07/10/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is pumping sand, muddy water.
",02/02/2022,Butte,Oroville,39.410631,-121.508995,240 & 430 ft,"No, cannot afford to finance solutions
",,,,,It's no longer producing any water,07/10/2022,Outage,Inland
20062,07/10/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Fresno,Clovis,36.814706,-119.604082,160,"No, getting water from our neighbors with a hose
",,,140,07/01/2022,It's no longer producing any water,07/10/2022,Outage,Inland
20063,07/11/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/20/2022,Fresno,fresno,36.76624,-119.855873,109,"No, trucking in water
",,,0,07/12/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20064,07/11/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/04/2022,Tulare,Visalia ,36.393018,-119.158066,,,,,,,,07/11/2022,Outage,Inland
20065,07/11/2022,Interim Solution,Dry well (groundwater),Household,,"Reduction in water pressure, lower flows.
",06/11/2022,Tulare,Dinuba,36.5457,-119.348,77,,,,75,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20066,07/11/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/02/2022,Merced,Merced ,37.348056,-120.506032,115,,,,110,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20067,07/11/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/08/2022,Madera,madera ,36.938452,-119.895046,348,"No, trucking in water
",,,336,10/25/2022,It's no longer producing any water,07/11/2022,Outage,Inland
20068,07/11/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/09/2022,Madera,madera,37.041621,-119.993385,396,"No, trucking in water
",,,372,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20069,07/11/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/09/2022,Madera,Madera,36.974073,-120.027102,275,"No, trucking in water
",,,247,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20070,07/11/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/12/2022,Madera,Madera,36.977746,-119.887711,Unknown ,,,,Unknown ,06/29/2022,It's no longer producing any water,06/27/2022,Resolved,Inland
20071,07/11/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2022,Fresno,Fresno,36.616844,-119.791308,unknown ,"No, trucking in water
",,,unknown ,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20077,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/25/2022,Tulare,Visalia,36.368938,-119.264479,160,,,,138,06/28/2022,It's no longer producing any water,06/22/2022,Resolved,Inland
20078,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/10/2022,Fresno,Sanger,36.715957,-119.542629,63,,,,53,06/30/2022,It's no longer producing any water,06/12/2022,Resolved,Inland
20079,07/12/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/09/2022,Tulare,Porterville,36.034179,-118.995469,160,"No, trucking in water
",,,145,07/13/2022,It's no longer producing any water,07/12/2022,Resolved,Inland
20080,07/12/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/30/2022,Fresno,Squaw Valley,36.71405,-119.1725,,,,,,,,06/30/2022,Outage,Inland
20081,07/12/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",08/01/2021,Fresno,Clovis,36.941741,-119.469047,250,,,,0,07/13/2022,It's no longer producing any water,07/12/2022,Resolved,Inland
20082,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/10/2022,Fresno,Kingsburg,36.533776,-119.55588,86,"No, trucking in water
",,,85,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20083,07/12/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/01/2022,Tulare,Pixely,35.978143,-119.281662,,"No, trucking in water
",,,,,,07/11/2022,Outage,Inland
20084,07/12/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/10/2022,Tulare,Porterville ,36.119755,-119.051658,Unknown ,,,,Unknown ,07/15/2022,It's no longer producing any water,07/12/2022,Resolved,Inland
20085,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/04/2022,Tulare,Porterville,36.042714,-119.008768,Unknown ,"No, trucking in water
",,,Unknown ,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20086,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/09/2022,Fresno,Reedley ,36.610353,-119.437726,100,,,,88,07/15/2022,It's no longer producing any water,07/12/2022,Resolved,Inland
20087,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/03/2022,Fresno,Selma ,36.576682,-119.678304,110,"No, trucking in water
",,,100,07/14/2022,It's no longer producing any water,07/12/2022,Resolved,Inland
20088,07/12/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/05/2022,Fresno,Sanger,36.679583,-119.565737,70,"No, trucking in water
",,,0,07/14/2022,It's no longer producing any water,07/12/2022,Resolved,Inland
20089,07/12/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",03/01/2022,Madera,Madera,37.006523,-119.893243,,"No, trucking in water
",,,,,,07/12/2022,Outage,Inland
20090,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/10/2022,Madera,Madera ,36.987479,-120.065604,,"No, trucking in water
",,,,,,07/13/2022,Outage,Inland
20091,07/13/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/30/2022,Madera,Madera,37.025195,-120.077023,295,,,,0,07/01/2022,It's no longer producing any water,07/01/2022,Resolved,Inland
20092,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/07/2022,Tehama,Corning,39.956103,-122.22269,100,"No, trucking in water
",,,0,07/10/2022,It's no longer producing any water,07/13/2022,Outage,Inland
20093,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/13/2022,Fresno,Tollhouse,36.97003,-119.346633,,,,,,,,07/13/2022,Outage,Inland
20094,07/13/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",06/16/2022,Riverside,Aguanga,33.429111,-116.867759,380 feet below existing grade,"No, getting water from our neighbors with a hose
",Well not fixed.,The well driller I contacted does not seem to be interested in working on my well.,The well pump is at 200 feet below grade and getting no water,12/08/2017,It's no longer producing any water,07/13/2022,Outage,Southern
20095,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Have to wait an hour to be able to pump due to overload of the pump motor
",05/03/2021,Riverside,Aguanga,33.433736,-116.868292,220 feet,"No, cannot afford to finance solutions
",,,165 (when new well installed),01/20/2021," unsure, pump trips on overload after about 30 sec ",07/13/2022,Outage,Southern
20096,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/27/2020,Riverside,Aguanga ,33.427295,-116.85978,230,"Yes, lowered the pump bowl
",$6500,Just that I am reporting this 2 years after the fact so you have the data for your website. ,100,07/31/2020,Not sure,07/13/2022,Outage,Southern
20097,07/13/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Tulare,Earlimart,35.877716,-119.201966,346,,,,Unknown ,07/14/2022,It's no longer producing any water,07/13/2022,Resolved,Inland
20098,07/13/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2022,Tulare,earlimart,35.878094,-119.20632,300,"No, trucking in water
",,,0,07/14/2022,It's no longer producing any water,07/13/2022,Resolved,Inland
20099,07/13/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Fresno,Del Rey ,36.656245,-119.558515,64,,,,None,07/13/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20100,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Fresno,Del Rey ,36.656245,-119.558515,,,,,,,,07/11/2022,Outage,Inland
20101,07/13/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/01/2022,Kings,Lemoore,36.26625,-119.744985,,,,,,,,07/11/2022,Outage,Inland
20102,07/13/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/08/2022,Tulare,Cutler,36.530621,-119.280765,100,,,,88,07/11/2022,It's no longer producing any water,07/08/2022,Resolved,Inland
20103,07/14/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/17/2022,Madera,madera,36.972385,-120.058535,,,,,,,,07/14/2022,Outage,Inland
20104,07/14/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/08/2022,Fresno,Selma ,36.547178,-119.631431,100,"No, trucking in water
",,,0,07/15/2022,It's no longer producing any water,07/14/2022,Resolved,Inland
20105,07/14/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2022,Tulare,Visalia,36.40114,-119.166399,105,"No, trucking in water
",,,90,07/15/2022,It's no longer producing any water,07/14/2022,Resolved,Inland
20106,07/14/2022,Undefined,Collapsed Well,Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Merced,Le Grande,37.277046,-120.315161,,,,,,,,07/14/2022,Outage,Inland
20107,07/14/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Madera,madera,36.91862,-119.877443,335,,,,302,07/15/2022,It's no longer producing any water,07/14/2022,Resolved,Inland
20108,07/14/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/11/2022,Tulare,Pixley,35.981034,-119.273875,300,,,,270,07/15/2022,It's no longer producing any water,07/14/2022,Resolved,Inland
20109,07/14/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/11/2022,Fresno,Clovis,36.901426,-119.68482,172,,,,70,07/14/2022,It's no longer producing any water,07/14/2022,Resolved,Inland
20110,07/14/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/15/2022,Madera,Madera,37.054592,-120.025655,166,,,,None,07/06/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20111,07/14/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/26/2022,Tulare,Springville,36.232385,-118.848403,640,,,,0,07/06/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20112,07/15/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2022,El Dorado,Fresno ,44.050523,-123.01843,130,,,,0,07/18/2022,It's no longer producing any water,07/15/2022,Outage,Inland
20113,07/15/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2022,Tulare,Lindsay,36.225121,-119.109085,192,,,,177,07/11/2022,It's no longer producing any water,07/11/2022,Resolved,Inland
20114,07/15/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/02/2022,Tehama,Corning,39.954741,-122.303595,165,"No, trucking in water
",,,,,It's no longer producing any water,07/15/2022,Outage,Inland
20115,07/15/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",06/01/2022,Butte,Oroville,39.674038,-121.581756,Approximately 400 feet,"No, trucking in water
",,,,,It's no longer producing any water,07/15/2022,Outage,Inland
20116,07/15/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/28/2022,Tulare,Exeter,36.278702,-119.142739,165,,,,160,07/07/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20117,07/15/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2022,Butte,Chico,39.731535,-121.881539,60,,,,,,,07/15/2022,Outage,Inland
20118,07/15/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/15/2022,Fresno,Reedley,36.618882,-119.415021,115,,,,112,07/18/2022,It's no longer producing any water,07/15/2022,Resolved,Inland
20119,07/15/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Fresno,Prather ,36.982686,-119.528395,325,"No, trucking in water
",,,20,07/18/2022,It's no longer producing any water,07/15/2022,Resolved,Inland
20120,07/15/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Kern,Weldon,35.541891,-118.252956,,"No, trucking in water
",,,,,,07/15/2022,Outage,Inland
20121,07/15/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2022,Mariposa,MidPines,37.54647,-119.931217,,,,,,,,07/15/2022,Outage,Inland
20122,07/15/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/07/2022,Merced,Merced,37.362498,-120.501834,,,,,,,,07/15/2022,Outage,Inland
20123,07/15/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/15/2022,Tulare,Visalia ,36.368448,-119.195283,120,,,,108,07/18/2022,It's no longer producing any water,07/15/2022,Resolved,Inland
20137,07/18/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/08/2022,Tulare,Tulare,36.254713,-119.330048,,"No, trucking in water
",,,,,,07/18/2022,Outage,Inland
20138,07/18/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
",07/08/2022,Tulare,Visalia,36.23698,-119.20364,,"No, trucking in water
",,,,,,07/18/2022,Outage,Inland
20139,07/18/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/18/2022,Fresno,Fresno,36.709363,-119.653979,85,,,,80,07/19/2022,It's no longer producing any water,07/18/2022,Resolved,Inland
20140,07/18/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/01/2021,Butte,Chico,39.939807,-121.725373,75,"No, getting water from our neighbors with a hose
",,"Can't go deeper. Last 15' is hole in lava cap which stores water from gravel above.
",60,,It's no longer producing any water,07/18/2022,Outage,Inland
20141,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/01/2022,Tulare,Dinuba,36.595782,-119.367452,132,,,,116,07/08/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20142,07/18/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/18/2019,Butte,Forest Ranch,39.873908,-121.655259,75 ft,"No, getting water from our neighbors with a hose
",,our well has not been fixed.  Our neighbor has a 700 ft well and our contractor said the approximate cost to drill that far will be $53 K.  We're hoping that we wont' have to drill that far and cost will be less. Crossing fingers. We are on  waiting list that he says may be up to a year.,,,,07/18/2022,Outage,Inland
20143,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Fresno,Fresno,36.604056,-119.935357,300,"No, trucking in water
",,,214,07/19/2022,,07/18/2022,Resolved,Inland
20144,07/18/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/01/2022,Fresno,Dinuba,36.582119,-119.387747,,"No, trucking in water
",,,,07/19/2022,,07/18/2022,Resolved,Inland
20145,07/18/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/01/2022,Fresno,Dinuba,36.582089,-119.38534,,"No, trucking in water
",,,,,,07/18/2022,Resolved,Inland
20146,07/18/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/03/2022,Tulare,Tulare,36.294775,-119.180608,160,,,,120,07/07/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20147,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/18/2022,Kern,Shafter,35.49805,-119.301924,385,"No, trucking in water
",,,360,07/20/2022,,07/18/2022,Resolved,Inland
20148,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/11/2022,Madera,Madera ,37.013586,-120.088708,300,"No, trucking in water
",,,290,07/19/2022,It's no longer producing any water,07/18/2022,Resolved,Inland
20149,07/18/2022,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",09/13/2019,San Luis Obispo,PASO ROBLES,35.665413,-120.608,,"Yes, drilled replacement well
",,,,,,07/18/2022,Outage,Southern
